id,machine,start,processing_time,due_date,color,weight
1,Machine C,62,5,54,#d46a42,2
2,Machine B,67,5,69,#acc425,10
3,Machine A,14,5,33,#7a4bcf,5
4,Machine C,57,5,68,#7916b3,1
5,Machine A,100,4,23,#198ae2,2
6,Machine B,96,5,64,#71d0d5,5
7,Machine D,2,4,56,#c48d66,7
8,Machine C,39,6,23,#7358eb,10
9,Machine A,22,4,62,#b94b6b,7
10,Machine C,90,6,51,#f60616,2
11,Machine D,31,5,22,#8e4f84,4
12,Machine A,17,5,70,#66b6b3,7
13,Machine C,63,4,38,#714c45,1
14,Machine A,40,4,33,#33cdc1,8
15,Machine A,67,5,51,#a3e21f,8
16,Machine C,69,4,76,#09f31b,3
17,Machine B,70,8,38,#05f8d0,8
18,Machine A,11,5,63,#0e2a0a,3
19,Machine C,10,4,34,#98cdb4,1
20,Machine A,68,4,21,#3435a1,5
21,Machine C,40,6,68,#c8a057,6
22,Machine D,78,7,56,#48817d,1
23,Machine C,21,5,49,#c11f8d,10
24,Machine A,3,5,55,#f9edd3,9
25,Machine B,53,5,50,#b89de9,1
26,Machine A,27,5,40,#166ce3,7
27,Machine D,3,5,68,#2f5f26,4
28,Machine A,33,4,43,#9ec2d1,6
29,Machine C,14,4,51,#dc6db9,4
30,Machine C,48,6,64,#7b7a66,4
31,Machine C,44,7,69,#3e1806,4
32,Machine B,16,6,35,#8935fc,6
33,Machine B,58,4,30,#c85c3a,1
34,Machine D,21,6,26,#b9b6d3,2
35,Machine C,50,6,54,#02c8ec,7
36,Machine A,11,6,26,#091bf9,3
37,Machine D,70,6,54,#7346b9,7
38,Machine D,72,4,67,#82e7bf,3
39,Machine D,13,5,21,#bd86b5,6
40,Machine A,1,5,23,#b8b4cb,2
41,Machine A,73,6,70,#94b659,1
42,Machine B,44,6,52,#c6eacb,5
43,Machine D,28,5,73,#933cf1,10
44,Machine D,12,5,66,#529ab6,5
45,Machine B,5,4,49,#1e07f1,7
46,Machine A,2,6,36,#32032e,2
47,Machine D,8,7,48,#360ac2,8
48,Machine B,58,5,29,#0ae223,4
49,Machine D,77,5,57,#47e85b,1
50,Machine D,84,9,24,#6d5e24,6
51,Machine A,23,6,64,#569f11,2
52,Machine C,96,5,63,#011f21,6
53,Machine B,41,4,76,#3099a8,2
54,Machine D,8,5,33,#c0279e,4
55,Machine A,28,8,25,#b2348a,4
56,Machine B,50,5,26,#35d79c,3
57,Machine D,81,4,29,#039105,1
58,Machine C,21,6,43,#cfdb00,10
59,Machine A,19,4,41,#0819f8,7
60,Machine A,24,4,58,#396403,8
61,Machine B,69,6,63,#f92426,4
62,Machine A,83,5,47,#b2b7f2,1
63,Machine C,2,7,38,#108f5c,10
64,Machine A,9,7,43,#e9b22b,3
65,Machine A,27,7,19,#afe538,5
66,Machine D,84,4,32,#3d6e95,1
67,Machine B,57,7,22,#52b249,8
68,Machine B,4,6,27,#c79ebb,5
69,Machine D,22,4,62,#ec46b1,2
70,Machine B,3,6,32,#f24214,4
71,Machine A,72,4,25,#b5695d,6
72,Machine C,83,4,27,#0ab332,10
73,Machine A,71,6,23,#8fa60c,7
