id,machine,start,processing_time,due_date,color,weight
1,Machine A,72,5,204,#896e94,1
2,Machine B,89,5,163,#40c4a1,7
3,Machine A,19,4,163,#c68062,10
4,Machine B,31,6,180,#8199e5,3
5,Machine A,89,5,63,#68366d,10
6,Machine B,89,4,116,#68c061,7
7,Machine A,9,5,128,#6cceee,6
8,Machine A,26,5,140,#d8810d,7
9,Machine A,18,10,118,#e71882,9
10,Machine B,33,5,156,#c315cb,6
11,Machine A,55,9,117,#0bbeea,2
12,Machine B,44,8,106,#55307e,3
13,Machine A,76,5,157,#cf99fb,1
14,Machine B,84,4,47,#ff5e2b,7
15,Machine B,80,6,74,#2bed2f,3
16,Machine B,64,7,201,#69e7a7,8
17,Machine B,48,5,119,#c32b69,7
18,Machine B,48,4,134,#0477df,8
19,Machine B,78,8,94,#abcf97,3
20,Machine A,26,4,201,#81a2b8,10
21,Machine A,16,4,70,#9273df,4
22,Machine B,61,5,64,#dea6bf,6
23,Machine A,96,7,159,#44232a,1
24,Machine B,68,10,171,#0c4d3e,10
25,Machine B,91,6,153,#bdae75,8
26,Machine A,33,5,151,#d6af57,10
27,Machine B,13,5,153,#8f5336,4
28,Machine A,62,6,131,#1a9f8e,5
29,Machine B,84,5,58,#3a3a1d,5
30,Machine A,70,6,132,#6026f5,3
31,Machine A,25,8,89,#4a8853,2
32,Machine B,87,4,164,#85ea02,3
33,Machine B,63,4,151,#bd3b0e,10
34,Machine A,52,4,61,#2fe9f1,2
35,Machine A,43,5,76,#6e2801,5
36,Machine A,72,6,50,#bf9732,7
37,Machine A,9,6,191,#198eea,6
38,Machine B,43,10,84,#0077da,1
39,Machine A,26,6,185,#27a6e8,3
40,Machine A,67,4,66,#3770a2,3
41,Machine A,17,4,126,#a9e1fd,4
42,Machine A,5,6,166,#956356,5
43,Machine A,12,7,184,#c87345,8
44,Machine B,12,6,58,#382dcd,8
45,Machine B,99,5,148,#f34c8e,9
46,Machine A,35,7,62,#b0a14c,1
47,Machine A,85,6,203,#1eba34,5
48,Machine A,3,6,59,#18faaf,6
49,Machine A,49,4,83,#6ef82b,8
50,Machine A,45,8,77,#124a32,10
51,Machine A,20,5,106,#9259c8,8
52,Machine A,89,8,61,#82b42d,3
53,Machine A,54,8,73,#22e2f2,6
54,Machine B,50,4,144,#1f5c4e,2
55,Machine A,37,8,166,#904e0e,9
56,Machine A,23,7,204,#1f7484,5
57,Machine A,55,6,184,#8b3b9f,1
58,Machine A,56,5,157,#7be626,8
59,Machine A,28,5,50,#20b424,1
60,Machine B,47,7,142,#b277e4,4
61,Machine B,8,7,166,#cfb391,4
62,Machine A,18,7,153,#c519bf,10
63,Machine A,62,4,96,#ae0b5d,9
64,Machine B,23,4,129,#26d585,3
65,Machine A,35,4,106,#6d59f2,2
66,Machine A,40,6,78,#a90c66,5
67,Machine A,44,4,82,#61c1dc,8
68,Machine A,28,7,94,#34c010,9
69,Machine A,31,4,168,#8c8375,3
70,Machine B,62,6,75,#6f3a46,4
71,Machine A,46,6,182,#f46236,4
72,Machine A,86,7,135,#9edee4,8
73,Machine A,50,6,193,#ea89a7,3
74,Machine A,40,6,83,#a3b22e,1
75,Machine B,96,5,62,#b45be5,10
76,Machine B,49,5,79,#199190,5
77,Machine B,78,8,140,#64e853,6
78,Machine A,60,6,176,#158940,2
79,Machine A,52,5,116,#0627c7,7
80,Machine A,33,7,175,#34cabd,8
81,Machine A,67,9,138,#ce7f6b,7
82,Machine B,56,6,150,#a2b197,8
83,Machine A,65,4,100,#c34b35,1
84,Machine A,37,6,171,#904c50,7
85,Machine A,75,5,65,#e50ed1,4
86,Machine B,54,6,65,#385097,7
87,Machine B,20,5,117,#f95fb3,4
88,Machine A,21,4,82,#e6cfa5,3
89,Machine A,35,10,199,#864778,9
90,Machine B,73,5,123,#127a9c,7
91,Machine A,36,10,93,#2eb323,4
92,Machine B,90,6,49,#130c1c,1
93,Machine A,47,4,54,#4f3db7,2
94,Machine A,15,4,51,#ecd88d,2
95,Machine B,2,5,106,#349613,3
96,Machine A,39,7,160,#cf41bd,3
97,Machine B,52,8,130,#688dae,1
98,Machine B,80,7,106,#f7abd4,1
99,Machine B,17,7,189,#34a639,9
100,Machine A,40,9,181,#df3268,5
