id,machine,start,processing_time,due_date,color,weight
1,Machine C,3,4,36,#f9764c,5
2,Machine A,28,5,69,#99947b,10
3,Machine A,47,4,43,#04ea9d,2
4,Machine A,72,4,71,#dc08ee,4
5,Machine D,46,5,70,#3919a9,6
6,Machine A,91,4,64,#e2a1f2,8
7,Machine A,37,4,67,#63bca9,8
8,Machine D,39,4,20,#e99a2e,10
9,Machine A,91,7,41,#0040e5,1
10,Machine A,20,4,43,#80e515,9
11,Machine D,72,5,63,#d07870,4
12,Machine C,81,4,50,#8a9eda,4
13,Machine C,39,10,58,#fc36bd,6
14,Machine B,60,5,59,#5a6262,1
15,Machine B,91,6,46,#a8436c,7
16,Machine D,56,8,45,#f7706e,2
17,Machine B,86,5,68,#91486d,6
18,Machine D,37,5,25,#996a0e,9
19,Machine B,19,7,24,#874535,2
20,Machine B,95,5,27,#7f7fcf,5
21,Machine D,88,6,72,#aeaa33,9
22,Machine C,16,8,34,#8cf298,9
23,Machine D,18,4,66,#9e1b8f,9
24,Machine A,77,10,70,#e14d6b,2
25,Machine A,37,4,55,#39129a,1
26,Machine D,49,5,66,#5d46bb,8
27,Machine D,32,5,68,#f9a424,10
28,Machine C,81,4,25,#03563b,9
29,Machine A,29,4,64,#a36f2b,4
30,Machine B,3,5,28,#f0e634,4
31,Machine B,27,5,41,#fdd7ea,5
32,Machine D,74,4,44,#5385e3,3
33,Machine A,38,4,60,#5b8b0a,4
34,Machine A,18,5,39,#219102,4
35,Machine B,74,5,27,#dd310f,8
36,Machine D,1,4,76,#9bf9e7,3
37,Machine B,33,6,33,#306b36,1
38,Machine C,46,7,68,#e2eae4,10
39,Machine D,92,6,48,#af5335,5
40,Machine B,65,4,31,#5d850b,9
41,Machine A,95,7,34,#631ef3,5
42,Machine A,66,4,24,#37a90f,2
43,Machine D,51,5,39,#76aedb,4
44,Machine A,61,4,59,#6d2ab4,2
45,Machine D,79,8,62,#9d495c,3
46,Machine A,21,4,22,#9c5b44,9
47,Machine C,44,4,47,#a3d91e,5
48,Machine C,82,5,75,#f199af,1
49,Machine D,19,4,63,#34b18d,4
50,Machine B,75,5,49,#99a1a6,4
51,Machine C,64,6,66,#6bab62,4
52,Machine B,40,4,33,#4f276c,10
53,Machine C,66,5,66,#a5c495,10
54,Machine B,47,9,34,#50120d,8
55,Machine B,48,6,39,#62413f,8
56,Machine A,62,5,36,#cadff7,2
57,Machine B,82,7,62,#57f331,9
58,Machine C,21,7,46,#50dded,1
59,Machine C,67,4,39,#5073b1,6
60,Machine C,61,5,68,#a6bfb1,2
61,Machine A,22,4,46,#f292a9,4
62,Machine A,61,6,62,#d5751e,8
63,Machine B,48,4,34,#89ec97,2
64,Machine A,1,5,54,#751b42,8
65,Machine C,85,6,35,#8694fc,2
66,Machine B,8,5,56,#f1a794,8
67,Machine C,43,5,20,#9b73d5,4
68,Machine D,28,6,66,#bdd855,2
69,Machine A,39,5,26,#4a3bac,9
70,Machine C,26,8,27,#9cca7d,10
71,Machine A,28,7,51,#aadda1,4
72,Machine D,19,6,36,#b536c7,10
