id,machine,start,processing_time,due_date,color,weight
1,Machine A,31,5,67,#d3978f,3
2,Machine A,9,10,56,#0a9333,9
3,Machine C,6,5,82,#2e4997,1
4,Machine B,81,4,78,#f4dff9,9
5,Machine A,1,4,27,#0a4d97,6
6,Machine C,29,5,52,#c558f3,4
7,Machine B,93,8,92,#67f9c9,2
8,Machine B,77,5,52,#1acba9,7
9,Machine B,86,6,27,#79e53f,10
10,Machine A,96,9,56,#c72ca6,8
11,Machine A,49,5,66,#0ebc11,3
12,Machine B,31,4,74,#9537d8,6
13,Machine A,96,4,79,#dbbcef,10
14,Machine A,52,6,105,#2cf9b8,4
15,Machine B,81,8,68,#3c6e51,4
16,Machine C,14,4,48,#0c0d8f,4
17,Machine A,3,6,55,#47ee43,9
18,Machine C,35,6,35,#2c4fb8,2
19,Machine A,81,4,35,#e43407,7
20,Machine C,29,5,98,#9e5c24,9
21,Machine C,97,4,34,#9588b2,1
22,Machine B,94,5,43,#fd34a2,9
23,Machine A,35,8,99,#ba8ab5,4
24,Machine B,9,5,44,#97d216,6
25,Machine A,49,4,92,#0c6fd3,6
26,Machine B,55,5,71,#a2f8b6,8
27,Machine A,62,6,53,#317590,10
28,Machine C,42,6,41,#5d0e87,1
29,Machine B,85,5,29,#6d371a,4
30,Machine C,45,6,95,#002250,2
31,Machine C,27,4,37,#728f5b,1
32,Machine B,54,8,40,#7d0ae4,8
33,Machine C,29,6,35,#a39e34,4
34,Machine C,81,6,55,#53684c,9
35,Machine A,27,4,35,#a09884,6
36,Machine A,95,4,69,#20e9b6,3
37,Machine C,18,6,51,#290c93,1
38,Machine A,28,4,101,#980782,4
39,Machine B,98,5,72,#a0989a,9
40,Machine A,91,6,65,#a7fef6,4
41,Machine C,100,4,37,#035f6c,5
42,Machine B,62,4,94,#7a8a95,2
43,Machine B,12,6,92,#646d9d,8
44,Machine B,70,6,99,#bbe57c,4
45,Machine B,40,5,102,#500096,6
46,Machine A,55,7,97,#99767e,8
47,Machine C,54,4,24,#90104d,9
48,Machine A,20,6,59,#ab0fb6,3
49,Machine B,49,9,71,#c94fe8,1
50,Machine B,92,5,32,#9b5f36,3
51,Machine B,84,7,41,#076597,8
52,Machine B,63,9,35,#06eced,9
53,Machine B,4,6,25,#23959a,1
54,Machine B,46,8,39,#95fc89,10
55,Machine C,8,7,58,#3c8dfc,7
56,Machine B,77,5,35,#a82da7,9
57,Machine B,17,6,78,#fc1df2,4
58,Machine A,25,4,82,#2081fc,4
59,Machine A,35,5,100,#a07185,10
60,Machine B,60,6,27,#e158af,8
61,Machine B,49,4,88,#06bc12,9
62,Machine A,83,5,64,#290a28,8
63,Machine B,26,5,71,#3db0d1,6
64,Machine C,22,7,68,#6f65b3,8
65,Machine A,26,5,25,#3f75f6,8
66,Machine B,68,6,83,#7fd7ce,3
67,Machine B,44,8,102,#1b3bef,4
68,Machine C,2,5,27,#42c1a3,6
69,Machine C,75,5,71,#ef0b2c,2
70,Machine A,100,8,101,#e6d376,6
71,Machine A,87,4,86,#436cbe,7
72,Machine A,98,4,51,#4a6906,8
73,Machine B,76,8,86,#6bed42,5
74,Machine A,76,7,103,#7bbed9,7
75,Machine B,52,5,32,#3c25a2,7
76,Machine C,36,5,44,#7d1828,5
