id,machine,start,processing_time,due_date,color,weight
1,Machine A,6,5,71,#0190fa,8
2,Machine D,88,4,18,#7f8728,7
3,Machine A,90,6,52,#495f83,8
4,Machine D,75,5,34,#02d3c3,6
5,Machine A,97,8,17,#4df08a,6
6,Machine B,64,4,60,#7a89e4,1
7,Machine B,4,6,32,#83a05e,1
8,Machine C,44,6,56,#31949c,5
9,Machine D,47,8,18,#cf5e13,4
10,Machine B,55,4,64,#04ee1a,8
11,Machine A,37,6,53,#0c96c0,6
12,Machine A,39,4,28,#ed9669,4
13,Machine C,9,4,59,#b1eb07,2
14,Machine A,74,4,58,#fa66ca,6
15,Machine B,73,4,59,#b5041f,8
16,Machine C,95,7,47,#3a4028,6
17,Machine B,36,4,42,#cd14c6,3
18,Machine A,99,4,47,#cc1373,3
19,Machine B,8,6,30,#2b323b,10
20,Machine C,16,4,65,#0975b9,6
21,Machine B,33,6,43,#ff5355,1
22,Machine A,27,7,18,#cae049,9
23,Machine C,53,5,66,#857e87,4
24,Machine C,8,4,50,#9ff6d3,9
25,Machine B,50,5,43,#881ef6,7
26,Machine B,6,7,31,#189054,1
27,Machine A,47,5,68,#8fb773,4
28,Machine B,1,5,30,#725f86,10
29,Machine A,89,8,30,#93ee94,1
30,Machine A,23,6,69,#cc1fa2,4
31,Machine B,76,6,54,#265846,7
32,Machine A,81,5,55,#de4b90,8
33,Machine B,96,4,58,#4859cf,5
34,Machine C,74,6,39,#401212,9
35,Machine C,78,4,19,#567a4e,7
36,Machine B,5,5,42,#eeb6c4,8
37,Machine A,56,5,42,#e3483c,6
38,Machine A,51,8,61,#43b421,7
39,Machine D,11,7,42,#dcf129,8
40,Machine B,74,4,58,#359550,6
41,Machine B,15,5,48,#098d09,4
42,Machine A,97,4,44,#ae5308,6
43,Machine A,80,4,17,#8981a9,2
44,Machine A,64,4,67,#1340b7,6
45,Machine B,14,4,62,#56b816,4
46,Machine A,94,4,38,#c35c7b,5
47,Machine D,39,4,39,#09e547,8
48,Machine B,78,6,18,#5c3373,5
49,Machine C,68,4,50,#9ac3a9,4
50,Machine C,26,10,58,#d314f5,10
51,Machine A,52,7,18,#b61e64,3
52,Machine D,63,5,58,#a984db,8
53,Machine C,66,4,19,#48c342,1
54,Machine D,33,5,38,#2e9a17,9
55,Machine C,78,4,70,#a2562e,2
56,Machine B,1,4,20,#c4206c,3
57,Machine A,30,6,60,#cd29bb,1
58,Machine C,17,4,55,#8016ff,8
59,Machine C,11,5,20,#6f3730,9
60,Machine A,57,10,52,#624a95,1
61,Machine A,56,5,30,#e64ab7,1
62,Machine A,35,4,19,#8c81e6,4
63,Machine A,72,4,43,#b45dad,8
64,Machine A,89,6,57,#6160f9,9
65,Machine C,11,5,56,#2074c4,2
66,Machine C,15,5,28,#15d634,1
67,Machine A,98,4,40,#5a3a35,2
