id,machine,start,processing_time,due_date,color,weight
1,Machine A,18,7,94,#e5ce4e,3
2,Machine B,92,5,65,#0739a6,7
3,Machine A,95,6,98,#89808c,6
4,Machine A,6,4,82,#c4da6a,5
5,Machine A,24,5,72,#dcf616,8
6,Machine C,4,5,78,#0b2a27,4
7,Machine B,34,6,62,#16b2cc,8
8,Machine C,24,7,78,#ac5c98,1
9,Machine B,25,5,96,#aba442,5
10,Machine B,6,5,44,#7911e3,3
11,Machine C,62,4,79,#212f2f,2
12,Machine A,59,7,71,#8e9fae,5
13,Machine B,72,5,100,#6056ec,2
14,Machine C,2,5,29,#8c2594,6
15,Machine B,92,6,47,#895dac,3
16,Machine A,3,5,94,#229208,4
17,Machine C,81,5,44,#c70bcb,9
18,Machine B,11,5,84,#2bbc58,8
19,Machine B,16,7,82,#ba5cfd,8
20,Machine A,11,5,62,#1658ef,9
21,Machine C,46,6,76,#5f9bc5,8
22,Machine A,24,4,102,#e09b85,1
23,Machine A,23,4,59,#4de40b,1
24,Machine B,31,4,93,#d54096,1
25,Machine C,64,4,47,#58807b,10
26,Machine B,69,4,66,#475f4e,9
27,Machine C,39,5,61,#a61a4a,6
28,Machine B,7,6,64,#ac32af,5
29,Machine C,72,9,83,#aa92d6,6
30,Machine A,78,5,72,#e4136d,1
31,Machine C,43,6,55,#9bfa48,7
32,Machine C,47,5,61,#36f041,10
33,Machine C,43,5,61,#859196,4
34,Machine A,1,4,81,#b089c7,6
35,Machine C,54,5,95,#1641a3,8
36,Machine C,20,4,45,#138de2,7
37,Machine C,62,7,29,#de236b,4
38,Machine C,15,4,30,#c4860f,4
39,Machine B,71,4,37,#0cd17a,9
40,Machine C,15,7,48,#76da96,2
41,Machine A,6,4,86,#d4c78d,3
42,Machine B,49,6,73,#7743d1,4
43,Machine B,25,4,89,#88028e,6
44,Machine C,9,5,55,#06c2a0,5
45,Machine A,76,5,70,#2d18ed,4
46,Machine A,68,4,44,#c2e92e,4
47,Machine A,46,5,90,#280469,7
48,Machine A,36,4,33,#d50350,1
49,Machine C,35,6,54,#6fbb43,7
50,Machine C,95,4,86,#3f258f,3
51,Machine C,69,6,40,#7da121,1
52,Machine A,6,5,57,#653431,4
53,Machine C,55,5,46,#7f309b,8
54,Machine A,49,5,29,#c160e3,7
55,Machine A,57,7,60,#66c60f,1
56,Machine A,93,6,77,#953d3c,3
57,Machine B,48,4,70,#a54de8,1
58,Machine B,34,8,53,#585b46,8
59,Machine A,90,7,64,#0fe67c,1
60,Machine C,55,6,44,#899cb5,8
61,Machine B,17,6,32,#706b69,4
62,Machine A,81,5,87,#60b2b7,8
63,Machine C,78,4,31,#5b1716,4
64,Machine A,87,9,67,#c5c1c4,7
65,Machine A,4,4,84,#83f825,7
66,Machine A,85,5,41,#8e0245,9
67,Machine A,99,5,72,#88a36a,1
68,Machine C,91,4,87,#bfbd06,4
69,Machine A,53,9,82,#30ce59,2
70,Machine A,41,4,97,#cf7a56,7
71,Machine A,8,7,94,#9a9d1b,10
72,Machine C,51,4,48,#8bf7c1,8
73,Machine C,44,6,29,#d4e525,7
74,Machine A,10,7,30,#311e70,1
