id,machine,start,processing_time,due_date,color,weight
1,Machine C,1,4,9,#aaea44,8
2,Machine B,18,4,13,#698189,10
3,Machine A,6,4,21,#fbbdf3,8
4,Machine A,81,5,14,#ca3b10,1
5,Machine C,27,5,18,#1f11ae,4
6,Machine A,26,9,28,#1f1a3c,6
7,Machine C,8,4,26,#d26f14,5
8,Machine A,86,5,24,#f28df4,10
9,Machine C,43,5,13,#ea326c,2
10,Machine A,38,7,18,#7aac84,6
11,Machine C,15,5,27,#6d3bc7,8
12,Machine B,29,5,19,#0301da,6
13,Machine B,72,4,25,#c6960a,2
14,Machine C,25,9,10,#ce3703,5
15,Machine A,65,4,22,#bb11c9,1
16,Machine B,45,7,28,#b03b99,5
17,Machine A,3,5,20,#d7420b,5
18,Machine B,27,4,15,#5d247d,5
